Company Name,Location,NAICS,Business Description,Month Announced,New/Expansion,New Jobs,Investment (MM$)
Wolf Creek Fabrication Services Inc.,Chesapeake,332312,"Fabrication and prototyping for hull, mechanical and electrical engineering",12/1/2010 12:00:00 AM,E,22,0.6672
LOVATO Electric*,Chesapeake,493110,Distributes electromechanical and electronic components for electrical equipment,12/1/2010 12:00:00 AM,E,4,0.837
"Fortune Nanjing Jinze, Inc.",Spotsylvania County,423932,"Processes waste metal, waste plastics, e-waste, other post-consumer materials",11/18/2010 12:00:00 AM,E,0,2
Electro-Mechanical Corporation,Bristol,335311,Manufactures transformers and power producing equipment,11/8/2010 12:00:00 AM,E,0,0
General Dynamics Armament and Technical Products,Smyth County,336413,"Provides informaition technology, systems engineering, professional services, and simulation and training",11/8/2010 12:00:00 AM,E,0,0
"Micron Technology, Inc.",Manassas,334413,Semiconductor components; memory chip production,11/1/2010 12:00:00 AM,E,123,56
Snagajob.com,Henrico County,551114,HQ; National online job search portal,11/1/2010 12:00:00 AM,E,150,0
Acumen Solutions,Fairfax County,541512,HQ; business and technology consulting,11/1/2010 12:00:00 AM,E,156,2.35
"Merit Medical Systems, Inc.",Chesterfield County,339112,Proprietary disposable medical device manufacturing,11/1/2010 12:00:00 AM,E,75,1
Emtec Federal,Fairfax County,541512,IT consulting,11/1/2010 12:00:00 AM,E,18,0
Symantec Corporation,Loudoun County,541512,Internet infrastructure services,11/1/2010 12:00:00 AM,E,250,11
JTI Leaf Services*,Danville,312210,Tobacco processing,11/1/2010 12:00:00 AM,E,21,10.5
ICF International,Fairfax County,551114,Corporate HQ; professional services,11/1/2010 12:00:00 AM,E,493,20
"Rockwell Collins, Inc.",Loudoun County,333319,Regional HQ; flight simulator design and production,11/1/2010 12:00:00 AM,E,140,56.3
"Southern Finishing Company, Inc.",Martinsville,337122,Prefinished components for cabinets manufacturing,11/1/2010 12:00:00 AM,E,67,1.7
ServInt,Fairfax County,518210,Web hosting provider,11/1/2010 12:00:00 AM,E,10,0
Arbinet,Fairfax County,541618,HQ; voice and IP solutions,11/1/2010 12:00:00 AM,E,21,0
Lockheed Martin,Manassas,541511,Hardware and software engineering,11/1/2010 12:00:00 AM,E,170,0
Hectronic*,Chesapeake,334514,High-tech parking meter manufacturing,11/1/2010 12:00:00 AM,N,5,2
OPOWER,Arlington County,541511,HQ; energy efficiency and smart grid software,11/1/2010 12:00:00 AM,E,75,0
American Condenser and Coil,Suffolk,493110,East Coast distribution center of automotive condensers,11/1/2010 12:00:00 AM,N,20,0.5
Crown Beverage Packaging,Frederick County,332115,Aluminum can non-attached ring pull tab end manufacturing,11/1/2010 12:00:00 AM,E,0,12
Rose Time Incorporated,Staunton,562920,"Recycling of business waste, large scrap metal, and construction debris",10/28/2010 12:00:00 AM,E,0,0.75
Hapco Aluminum Pole Products,Washington County,331316,Manufactures aluminum and steel light poles and brackets,10/4/2010 12:00:00 AM,E,0,0.7
Business Transformation Group,Fairfax County,541611,Management consulting services,10/1/2010 12:00:00 AM,E,10,0.1
"Home Care Industries, Inc.",Mecklenburg County,335212,Floor care accessories manufacturing and distribution,10/1/2010 12:00:00 AM,N,150,1.5
DigitalGlobe,Fairfax County,551114,Satellite and geospatial information and services,10/1/2010 12:00:00 AM,E,100,10
Roger's Trucking,Washington County,484121,Long-distance freight trucking,10/1/2010 12:00:00 AM,E,31,5.1
Accelerated Financial Solutions,Isle of Wight County,561422,Debt recovery and management; call center,10/1/2010 12:00:00 AM,E,30,0
"LoanCare, a division of FNF Servicing, Inc.",Virginia Beach,561422,Call center; mortgage loan sub-servicing,10/1/2010 12:00:00 AM,E,226,2.1
GEICO Corporation,Virginia Beach,561422,Call center; insurance policies,10/1/2010 12:00:00 AM,E,60,0
Monarch Bank,Chesapeake,551114,Corporate HQ; banking and related services,10/1/2010 12:00:00 AM,E,0,5.2
Ryla,Norfolk,561422,Customer service and technical support,10/1/2010 12:00:00 AM,E,315,0
United States Green Energy,Danville,334413,Building integrated photovoltaics products manufacturing,10/1/2010 12:00:00 AM,N,372,30
IntraPac,Harrisonburg,326199,Pharmaceutical packaging manufacturing,10/1/2010 12:00:00 AM,E,10,1.5
PER Properties,Portsmouth,488991,Transloading facility,10/1/2010 12:00:00 AM,E,35,3.5
Capital One Financial Corp.,Henrico County,561422,Call center and operations center; financial services,10/1/2010 12:00:00 AM,E,700,21.6
Capital One Financial Corp.,Various locations,522210,Financial services,10/1/2010 12:00:00 AM,E,300,0
True Health Diagnostics,Richmond City,621511,"Clinical laboratory, diagnostics, and clinical trial services",10/1/2010 12:00:00 AM,E,213,4.2
CustomInk,Albemarle County,323113,Silk screen printing; custom apparel,10/1/2010 12:00:00 AM,N,120,1.4
Defense Intelligence Agency,Fairfax County,922190,Intelligence gathering,10/1/2010 12:00:00 AM,E,0,60
"Hackworth Reprographics, Inc.",Chesapeake,323110,Printing solutions and wide-format equipment,10/1/2010 12:00:00 AM,E,2,0.3
Gryphon Technologies,Chesapeake,541330,Engineering and technical services,10/1/2010 12:00:00 AM,E,139,0.925
VivaTerra,Madison County,493110,"National mail order catalog, Internet, and retail company",10/1/2010 12:00:00 AM,E,0,20
Yokohama Tire Corp.*,Salem,326211,Passenger car and light truck tires,10/1/2010 12:00:00 AM,E,50,13
"Commission on Accreditation for Law Enforcement Agencies, Inc.",Prince William County,551114,HQ; independent law enforcement accrediting authority,10/1/2010 12:00:00 AM,E,0,1.1
"DRT Strategies, Inc.",Arlington County,541512,"IT, project management, and financial management services",10/1/2010 12:00:00 AM,E,40,0
"Vistronix, Inc.",Arlington County,541512,"Information management, technical solutions, and managed services",10/1/2010 12:00:00 AM,E,15,0
Atlantic States Marine Fisheries Commission,Arlington County,813910,Business association,10/1/2010 12:00:00 AM,N,30,0
"Logis-Tech, Inc.",Prince William County,551114,"HQ; information technology services, HVAC provider",10/1/2010 12:00:00 AM,E,8,3
COPT DC-6,Prince William County,518210,Data center,10/1/2010 12:00:00 AM,E,0,35
"CapTech Ventures, Inc.",Richmond City,541512,Technology consulting provider,10/1/2010 12:00:00 AM,E,120,0
Zeller+Gmelin Corporation*,Henrico County,325910,U.S. HQ; printing inks and chemicals,10/1/2010 12:00:00 AM,E,55,4.4
QVC Distribution Center,Suffolk,336390,Warehouse for online retail group,9/20/2010 12:00:00 AM,E,0,8.5
Southern Scrap,Frederick County,331491,"Paper, plastic, glass, and metal recycling",9/1/2010 12:00:00 AM,E,12,1
The Results Companies,Patrick County,561422,Customer service center,9/1/2010 12:00:00 AM,E,150,0
"Ishpi Information Technologies, Inc.",Suffolk,541512,"Engineering, integration, and information technology services",9/1/2010 12:00:00 AM,N,200,0
KmX USA*,Accomack County,325998,Chemical recycling,9/1/2010 12:00:00 AM,E,9,5.25
"InMotion Hosting, Inc.",Virginia Beach,518210,Web-hosting services provider,9/1/2010 12:00:00 AM,E,275,0.25
SleepSafe Beds,Henry County,337122,Safety bed manufacturing,9/1/2010 12:00:00 AM,E,0,1.4
New Media Strategies,Arlington County,541613,"Online brand intelligence, protection, and social media engagement",9/1/2010 12:00:00 AM,E,232,0.63
"E&E Enterprises Global, Inc.",Hampton,517110,Communications and communications equipment,9/1/2010 12:00:00 AM,E,21,0.5
Homeplace Vineyard Winery,Pittsylvania County,312130,Wine,9/1/2010 12:00:00 AM,N,8,0.4
Mennel Milling Company,Roanoke County,311211,Flour mill and distribution,9/1/2010 12:00:00 AM,E,1,4.5
Plastics One Inc.,Roanoke County,326199,Medical components manufacturing,9/1/2010 12:00:00 AM,E,0,0.35
Essel Propack America LLC*,Danville,326199,Toothpaste tubes,9/1/2010 12:00:00 AM,E,0,10
O'Sullivan Films*,Winchester,326113,"Vinyl, polymer, alloy sheets and films",9/1/2010 12:00:00 AM,E,174,28.3
The Tile Shop,Henry County,493110,"Warehouse distribution; natural stone, ceramic and porcelain tiles",9/1/2010 12:00:00 AM,N,25,1.1
Cortview Capital Securities LLC,Richmond City,551114,"HQ; sales, trading, origination, securitization, and advisory services",9/1/2010 12:00:00 AM,N,100,0
Dizzy Pig BBQ Company,Prince William County,311942,Spice grinding and blending,9/1/2010 12:00:00 AM,E,1,0.5
Drake Extrusion Ltd.*,Henry County,314110,Polypropylene fibers,9/1/2010 12:00:00 AM,E,0,1.25
Navy Federal Credit Union,Fairfax County,551114,"HQ; credit union, financial services",9/1/2010 12:00:00 AM,E,60,0
Mikro Systems Inc.,Albemarle County,332212,"Precision manufacturing for the aerospace, medical imaging, biomedicine, homeland security, energy and defense industries",9/1/2010 12:00:00 AM,E,70,1.4
Innovative Interfaces,Montgomery County,541512,Visionary technology in library solutions,9/1/2010 12:00:00 AM,E,25,0
RDS Recycling & Disposal Solutions,Roanoke County,541690,Waste reduction consulting; brokerage of recyclable materials,9/1/2010 12:00:00 AM,N,5,0.5
"BioLogics, Inc.",Prince William County,339112,Laboratory instrumentation manufacturing,9/1/2010 12:00:00 AM,E,2,0.9
Creative Dimension Group,Spotsylvania County,337212,Architectural millwork,9/1/2010 12:00:00 AM,E,3,4
"Woolpert, Inc.",Chesapeake,541330,"Design, engineering, and geospatial services",9/1/2010 12:00:00 AM,E,0,2.3
Iridium Communications Inc.,Fairfax County,517410,HQ; mobile satellite service,9/1/2010 12:00:00 AM,N,57,0
"Chenega Federal Systems, LLC",Fairfax County,541512,"Engineering, military, and intelligence operations; IT services",9/1/2010 12:00:00 AM,E,150,0
Cardinal Financial Corporation,Fairfax County,551114,HQ; financial services,9/1/2010 12:00:00 AM,E,25,0
Carahsoft Technology Corp.,Fairfax County,541512,Government IT solutions provider,9/1/2010 12:00:00 AM,E,50,0
MyTalk Inc.,Fairfax County,541512,Location-based and mobile Web network services,9/1/2010 12:00:00 AM,E,20,0
Center Manufacturing,Wythe County,336399,Fuel tanks,8/5/2010 12:00:00 AM,E,0,1.7
"ADS, Inc.",Virginia Beach,551114,"Corporate HQ; distribution center, military tactical equipment",8/1/2010 12:00:00 AM,E,22,4
Klett Consulting Group,Virginia Beach,541611,Provides operational systems engineering services and professional consulting services,8/1/2010 12:00:00 AM,E,30,0.35
"Labels Unlimited, LLC",Virginia Beach,323110,Manufactures pressure sensitive labels and tags,8/1/2010 12:00:00 AM,E,25,3
"Paradigm, Inc.",Virginia Beach,323110,"Printing, personalization, and direct mailing of diplomas and certificates",8/1/2010 12:00:00 AM,E,10,2
WestRock Co.,Henrico County,541720,Research and development of packaging systems; Center for Packaging Innovation,8/1/2010 12:00:00 AM,E,6,3.5
"KCG Call Centers, LLC",Lee County,561422,Customer service call center,8/1/2010 12:00:00 AM,E,50,0
Trinity Packaging Corp.,Franklin County,326111,Food service and industrial plastic bag products,8/1/2010 12:00:00 AM,E,25,5.85
Microsoft Corp.,Mecklenburg County,518210,Data center,8/1/2010 12:00:00 AM,N,50,499
BuzzCart,Prince William County,541511,E-commerce software and services,8/1/2010 12:00:00 AM,E,0,0.38
"N to N Fiber, Inc.",Prince William County,541330,"Fiber optic cable design, engineering, and consulting services",8/1/2010 12:00:00 AM,E,11,4.8
Advanced Technology Systems Company,Arlington County,541614,"Project management and consulting services to military, government and commercial clients",8/1/2010 12:00:00 AM,E,20,0
National Tire Research Center,Halifax County,541712,Tire research and testing,8/1/2010 12:00:00 AM,N,30,14
"E.I. DuPont de Nemours & Co., Inc.",Chesterfield County,335912,Manufactures components of lithium ion batteries for electric vehicles,8/1/2010 12:00:00 AM,E,11,20
McKesson Medical-Surgical,Henrico County,551114,Subsidiary HQ; pharmaceutical distribution and health care IT systems,8/1/2010 12:00:00 AM,E,60,2.9
"Onsite Health, Inc.",Arlington County,551114,HQ; customized medical and dental services,8/1/2010 12:00:00 AM,N,15,0.3
Laurence Walter Aerospace Solutions LLC*,Chesapeake,488190,"Repair and overhaul of oxygen systems, fire suppression systems and environmental systems",8/1/2010 12:00:00 AM,N,10,1
"Web Teks, Inc.",Chesapeake,541512,Custom information technology solutions,8/1/2010 12:00:00 AM,E,15,0
McKesson Corporation,Caroline County,493110,Pharmaceutical and health care products distribution,8/1/2010 12:00:00 AM,N,150,57.5
Sonoco,Alleghany County,322214,Round paper core and tube manufacturing,7/1/2010 12:00:00 AM,E,7,1
"Safelite Fulfillment, Inc.*",Chesapeake,493110,Vehicle glass distribution,7/1/2010 12:00:00 AM,E,0,0.5
ICF Ironworks,Henrico County,541512,"Management, IT, and Web consulting",7/1/2010 12:00:00 AM,E,10,3.8
Polymer Solutions Incorporated,Montgomery County,541380,"Laboratory, chemical analysis, physical testing, research and development and litigation services",7/1/2010 12:00:00 AM,E,15,0.3
Retail Industry Leaders Association,Arlington County,813910,Business association,7/1/2010 12:00:00 AM,E,10,0
"Griffith Lumber, Inc.",Patrick County,321113,Lumber products manufacturing,7/1/2010 12:00:00 AM,E,15,2.15
"Praxair, Inc.",Hopewell,325120,Carbon dioxide/industrial gas capture and purification,7/1/2010 12:00:00 AM,N,17,18
"Kathrein Inc., Scala Division*",Henrico County,493110,Distribution center; antenna and filter systems for communications,7/1/2010 12:00:00 AM,N,6,0.21
Specialty Coating and Laminating LLC,Hanover County,322221,Converted paper products manufacturing,7/1/2010 12:00:00 AM,N,30,7.5
Régitex USA*,Mecklenburg County,313111,Made-to-order ring spun and open end yarns manufacturing,7/1/2010 12:00:00 AM,N,60,1.538
SNL Financial,Henrico County,518210,"Corporate, financial, market, and merger and acquisition data provider",7/1/2010 12:00:00 AM,N,35,0.4
Kimball Hospitality,Henry County,337122,Hospitality furniture production; administrative offices,7/1/2010 12:00:00 AM,N,67,1
Abbott Laboratories,Campbell County,311514,Nutritional formula products,7/1/2010 12:00:00 AM,E,16,8.7
"Greystone of Virginia, Inc.",James City County,332813,Metal plating of components,6/25/2010 12:00:00 AM,E,68,0.5045
"Eagle Aviation Technologies, Inc.",Hampton,336411,Design prototypes for unmanned helicopters; R&D,6/16/2010 12:00:00 AM,E,52,0.5
The Good Earth Peanut Company,Greensville County,311911,Peanuts and peanut products,6/11/2010 12:00:00 AM,E,0,1
Turner Strategic Technologies,Virginia Beach,541512,"Tactical and IT consulting, environmental management, engineering support",6/1/2010 12:00:00 AM,E,18,0.17
Corning MobileAccess,Fairfax County,517210,In-building wireless infrastructure solutions,6/1/2010 12:00:00 AM,E,10,0
"RightNow Technologies, Inc.",Fairfax County,541512,Customizable application platform provider,6/1/2010 12:00:00 AM,E,15,0
ManTech International Corporation,Fairfax County,541512,Provides technologies and solutions for mission-critical national security programs,6/1/2010 12:00:00 AM,E,153,0
Accenture*,Fairfax County,541611,"Enterprise application, solution, and advisory services",6/1/2010 12:00:00 AM,E,130,0
"Triple Canopy, Inc.",Fairfax County,551114,HQ; security and risk management services provider,6/1/2010 12:00:00 AM,E,25,1
United Pet Group,Montgomery County,311119,Pet food manufacturing,6/1/2010 12:00:00 AM,E,70,3
"2nd Solutions, LLC",Henrico County,562920,"Recycles and refurbishes mobile, wireless, and computer technology",6/1/2010 12:00:00 AM,E,45,0.15
KPMG LLP,Fairfax County,541211,"Audit, tax, and advisory services",6/1/2010 12:00:00 AM,E,375,12
High Liner Foods Inc.*,Newport News,311712,Seafood processing,6/1/2010 12:00:00 AM,E,0,8.4
Verizon Terremark,Culpeper County,518210,Managed IT infrastructure solutions; data center campus,6/1/2010 12:00:00 AM,E,100,250
Monogram Snacks,Henry County,311612,Processed beef products manufacturing,6/1/2010 12:00:00 AM,E,150,4
Vaughan-Bassett Furniture Company,Galax,337122,Manufactures wood household furniture,6/1/2010 12:00:00 AM,E,0,1
Doyon Government Group,Newport News,541611,Project management; logistical support of various government agency clients,6/1/2010 12:00:00 AM,N,159,0
